author_id,final_first_name,final_last_name,first_top5_publication_year,years_since_first_publication,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ000839,Katherine,Baicker,2004,1,2001-2005,10.1257/000282805774670121,2,3,2 to 3,2005,2005,0
AFZ000839,Katherine,Baicker,2004,7,2001-2005,10.1257/aer.101.3.393,3,4,3 to 4,2005,2011,6
AFZ000839,Katherine,Baicker,2004,10,2001-2005,10.1257/aer.104.5.322,4,5,4 to 5,2011,2014,3
AFZ000839,Katherine,Baicker,2004,11,2001-2005,10.1093/qje/qjv029,5,6,5 to 6,2014,2015,1
AFZ000852,Aurelien,Baillon,2011,0,2011-2015,10.1257/aer.101.4.1547,1,2,1 to 2,2011,2011,0
AFZ000852,Aurelien,Baillon,2011,7,2011-2015,10.3982/ecta14370,2,3,2 to 3,2011,2018,7
AFZ000852,Aurelien,Baillon,2011,11,2011-2015,10.3982/ecta18137,3,4,3 to 4,2018,2022,4
AFZ000857,Sarah,Baird,2011,5,2011-2015,10.1093/qje/qjw022,1,2,1 to 2,2011,2016,5
AFZ000858,Patrick,Bajari,2005,0,2001-2005,10.1086/498586,1,2,1 to 2,2005,2005,0
AFZ000858,Patrick,Bajari,2005,2,2001-2005,10.1111/j.1468-0262.2007.00796.x,2,3,2 to 3,2005,2007,2
AFZ000858,Patrick,Bajari,2005,2,2001-2005,10.1257/aer.97.2.459,3,4,3 to 4,2007,2007,0
AFZ000858,Patrick,Bajari,2005,5,2001-2005,10.3982/ecta5434,4,5,4 to 5,2007,2010,3
AFZ000858,Patrick,Bajari,2005,6,2001-2005,10.1093/qje/qjr026,5,6,5 to 6,2010,2011,1
AFZ000858,Patrick,Bajari,2005,7,2001-2005,10.1257/aer.102.5.1898,6,7,6 to 7,2011,2012,1
AFZ000858,Patrick,Bajari,2005,9,2001-2005,10.1093/restud/rdu002,7,8,7 to 8,2012,2014,2
AFZ000858,Patrick,Bajari,2005,9,2001-2005,10.1257/aer.104.4.1288,8,9,8 to 9,2014,2014,0
AFZ000858,Patrick,Bajari,2005,10,2001-2005,10.1257/aer.p20151021,9,10,9 to 10,2014,2015,1
AFZ000860,George,Baker,1992,2,1991-1995,10.2307/2118351,1,2,1 to 2,1992,1994,2
AFZ000860,George,Baker,1992,2,1991-1995,10.2307/2118352,2,3,2 to 3,1994,1994,0
AFZ000860,George,Baker,1992,2,1991-1995,10.2307/2118358,3,4,3 to 4,1994,1994,0
AFZ000860,George,Baker,1992,8,1991-1995,10.1257/aer.90.2.415,4,5,4 to 5,1994,2000,6
AFZ000860,George,Baker,1992,9,1991-1995,10.1257/aer.91.2.189,5,6,5 to 6,2000,2001,1
AFZ000860,George,Baker,1992,9,1991-1995,10.1257/aer.91.2.212,6,7,6 to 7,2001,2001,0
AFZ000860,George,Baker,1992,10,1991-1995,10.1162/003355302753399445,7,8,7 to 8,2001,2002,1
AFZ000860,George,Baker,1992,11,1991-1995,10.1257/000282803322156981,8,9,8 to 9,2002,2003,1
AFZ000867,Scott,Baker,2012,2,2011-2015,10.1257/aer.104.5.56,1,2,1 to 2,2012,2014,2
AFZ000867,Scott,Baker,2012,3,2011-2015,10.1257/aer.p20151041,2,3,2 to 3,2014,2015,1
AFZ000867,Scott,Baker,2012,4,2011-2015,10.1093/qje/qjw024,3,4,3 to 4,2015,2016,1
AFZ000867,Scott,Baker,2012,6,2011-2015,10.1086/698106,4,5,4 to 5,2016,2018,2
AFZ000867,Scott,Baker,2012,11,2011-2015,10.1093/restud/rdad036,5,6,5 to 6,2018,2023,5
AFZ000897,Sandeep,Baliga,2004,4,2001-2005,10.1086/595016,1,2,1 to 2,2004,2008,4
AFZ000897,Sandeep,Baliga,2004,7,2001-2005,10.1093/restud/rdq027,2,3,2 to 3,2008,2011,3
AFZ000897,Sandeep,Baliga,2004,8,2001-2005,10.1257/aer.102.6.2897,3,4,3 to 4,2011,2012,1
AFZ000897,Sandeep,Baliga,2004,9,2001-2005,10.1257/aer.103.7.3071,4,5,4 to 5,2012,2013,1
AFZ000909,Sheryl,Ball,2001,5,2001-2005,10.1257/000282806777212215,1,2,1 to 2,2001,2006,5
AFZ000914,Miguel,Ballester,2015,2,2011-2015,10.1086/695504,1,2,1 to 2,2015,2017,2
AFZ000914,Miguel,Ballester,2015,2,2011-2015,10.3982/ecta14230,2,3,2 to 3,2017,2017,0
AFZ000928,Federico,Bandi,2003,5,2001-2005,10.1111/j.1467-937x.2008.00474.x,1,2,1 to 2,2003,2008,5
AFZ000929,Oriana,Bandiera,2005,2,2001-2005,10.1162/qjec.122.2.729,1,2,1 to 2,2005,2007,2
AFZ000929,Oriana,Bandiera,2005,4,2001-2005,10.1111/j.1467-937x.2009.00574.x,2,3,2 to 3,2007,2009,2
AFZ000929,Oriana,Bandiera,2005,4,2001-2005,10.1257/aer.99.4.1278,3,4,3 to 4,2009,2009,0
AFZ000929,Oriana,Bandiera,2005,4,2001-2005,10.3982/ecta6496,4,5,4 to 5,2009,2009,0
AFZ000932,Abhijit,Banerjee,1991,1,1991-1995,10.2307/2118364,1,2,1 to 2,1991,1992,1
AFZ000932,Abhijit,Banerjee,1991,2,1991-1995,10.1086/261876,2,3,2 to 3,1992,1993,1
AFZ000932,Abhijit,Banerjee,1991,2,1991-1995,10.2307/2298059,3,4,3 to 4,1993,1993,0
AFZ000932,Abhijit,Banerjee,1991,3,1991-1995,10.2307/2118471,4,5,4 to 5,1993,1994,1
AFZ000932,Abhijit,Banerjee,1991,5,1991-1995,10.2307/2946705,5,6,5 to 6,1994,1996,2
AFZ000932,Abhijit,Banerjee,1991,6,1991-1995,10.1162/003355300555484,6,7,6 to 7,1996,1997,1
AFZ000932,Abhijit,Banerjee,1991,7,1991-1995,10.1111/1467-937x.00062,7,8,7 to 8,1997,1998,1
AFZ000932,Abhijit,Banerjee,1991,8,1991-1995,10.1162/003355399556296,8,9,8 to 9,1998,1999,1
AFZ000932,Abhijit,Banerjee,1991,9,1991-1995,10.1162/003355300554962,9,10,9 to 10,1999,2000,1
AFZ000932,Abhijit,Banerjee,1991,10,1991-1995,10.1086/318600,10,11,10 to 11,2000,2001,1
AFZ000932,Abhijit,Banerjee,1991,10,1991-1995,10.1162/003355301556383,11,12,11 to 12,2001,2001,0
AFZ000932,Abhijit,Banerjee,1991,11,1991-1995,10.1086/338744,12,13,12 to 13,2001,2002,1
AFZ000940,James,Banks,2001,1,2001-2005,10.1086/340774,1,2,1 to 2,2001,2002,1
AFZ000956,Iwan,Barankay,2005,2,2001-2005,10.1162/qjec.122.2.729,1,2,1 to 2,2005,2007,2
AFZ000956,Iwan,Barankay,2005,4,2001-2005,10.1111/j.1467-937x.2009.00574.x,2,3,2 to 3,2007,2009,2
AFZ000956,Iwan,Barankay,2005,4,2001-2005,10.3982/ecta6496,3,4,3 to 4,2009,2009,0
AFZ000982,Paulo,Barelli,2013,1,2011-2015,10.3982/ecta11008,1,2,1 to 2,2013,2014,1
AFZ000982,Paulo,Barelli,2013,9,2011-2015,10.3982/ecta16376,2,3,2 to 3,2014,2022,8
AFZ000982,Paulo,Barelli,2013,10,2011-2015,10.1093/restud/rdad116,3,4,3 to 4,2022,2023,1
AFZ000988,Heski,BarIsaac,2003,5,2001-2005,10.1111/j.1467-937x.2008.00508.x,1,2,1 to 2,2003,2008,5
AFZ000988,Heski,Bar-Isaac,2003,8,2001-2005,10.1257/aer.101.3.120,2,3,2 to 3,2008,2011,3
AFZ000988,Heski,Bar-Isaac,2003,9,2001-2005,10.1257/aer.102.2.1140,3,4,3 to 4,2011,2012,1
AFZ000988,Heski,Bar-Isaac,2003,11,2001-2005,10.1257/aer.104.2.672,4,5,4 to 5,2012,2014,2
AFZ001000,Ole,BarndorffNielsen,2004,4,2001-2005,10.3982/ecta6495,1,2,1 to 2,2004,2008,4
AFZ001018,Alan,Barreca,2011,4,2011-2015,10.1257/aer.p20151028,1,2,1 to 2,2011,2015,4
AFZ001018,Alan,Barreca,2011,5,2011-2015,10.1086/684582,2,3,2 to 3,2015,2016,1
AFZ001040,Levon,Barseghyan,2011,2,2011-2015,10.1257/aer.103.3.580,1,2,1 to 2,2011,2013,2
AFZ001040,Levon,Barseghyan,2011,2,2011-2015,10.1257/aer.103.6.2499,2,3,2 to 3,2013,2013,0
AFZ001040,Levon,Barseghyan,2011,10,2011-2015,10.1257/aer.20190253,3,4,3 to 4,2013,2021,8
AFZ001040,Levon,Barseghyan,2011,10,2011-2015,10.3982/ecta17448,4,5,4 to 5,2021,2021,0
AFZ001066,Shmuel,Baruch,2004,9,2001-2005,10.3982/ecta10018,1,2,1 to 2,2004,2013,9
AFZ001068,Panle,Barwick,2012,11,2011-2015,10.1257/aer.20200187,1,2,1 to 2,2012,2023,11
AFZ001083,Marco,Bassetto,2002,2,2001-2005,10.1257/0002828041302064,1,2,1 to 2,2002,2004,2
AFZ001083,Marco,Bassetto,2002,4,2001-2005,10.1093/qje/121.4.1167; 10.1162/qjec.121.4.1167,2,3,2 to 3,2004,2006,2
AFZ001083,Marco,Bassetto,2002,6,2001-2005,10.1111/j.1467-937x.2008.00484.x,3,4,3 to 4,2006,2008,2
AFZ001118,Marco,Battaglini,2002,3,2001-2005,10.1257/0002828054201369,1,2,1 to 2,2002,2005,3
AFZ001118,Marco,Battaglini,2002,5,2001-2005,10.1257/000282807780323424; 10.1257/aer.97.1.118,2,3,2 to 3,2005,2007,2
AFZ001118,Marco,Battaglini,2002,6,2001-2005,10.1257/aer.98.1.201,3,4,3 to 4,2007,2008,1
AFZ001118,Marco,Battaglini,2002,6,2001-2005,10.1257/aer.98.2.194,4,5,4 to 5,2008,2008,0
AFZ001118,Marco,Battaglini,2002,7,2001-2005,10.1111/j.1467-937x.2009.00569.x,5,6,5 to 6,2008,2009,1
AFZ001134,Michal,Bauer,2012,4,2011-2015,10.1257/aer.20140571,1,2,1 to 2,2012,2016,4
AFZ001134,Michael,Bauer,2012,8,2011-2015,10.1257/aer.20171822,2,3,2 to 3,2016,2020,4
AFZ001134,Michael,Bauer,2012,11,2011-2015,10.1257/aer.20201220,3,4,3 to 4,2020,2023,3
AFZ001144,Christiane,Baumeister,2015,4,2011-2015,10.1257/aer.20151569,1,2,1 to 2,2015,2019,4
AFZ001150,Marianne,Baxter,1992,7,1991-1995,10.1257/aer.89.4.902,1,2,1 to 2,1992,1999,7
AFZ001150,Marianne,Baxter,1992,11,1991-1995,10.1257/000282803321946796,2,3,2 to 3,1999,2003,4
AFZ001157,Christian,Bayer,2014,5,2011-2015,10.3982/ecta13601,1,2,1 to 2,2014,2019,5
AFZ001157,Christian,Bayer,2014,8,2011-2015,10.1093/restud/rdag033,2,3,2 to 3,2019,2022,3
AFZ001157,Christian,Bayer,2014,10,2011-2015,10.1257/aer.20201875,3,4,3 to 4,2022,2024,2
AFZ001184,Paul,Beaudry,1991,2,1991-1995,10.2307/2951762,1,2,1 to 2,1991,1993,2
AFZ001184,Paul,Beaudry,1991,4,1991-1995,10.2307/2298035,2,3,2 to 3,1993,1995,2
AFZ001184,Paul,Beaudry,1991,4,1991-1995,10.2307/2946698,3,4,3 to 4,1995,1995,0
AFZ001184,Paul,Beaudry,1991,10,1991-1995,10.1257/aer.91.3.648,4,5,4 to 5,1995,2001,6
AFZ001210,Kelly,Bedard,2001,5,2001-2005,10.1257/000282806776157731,1,2,1 to 2,2001,2006,5
AFZ001226,Alan,Beggs,1992,9,1991-1995,10.1111/1467-937x.00170,1,2,1 to 2,1992,2001,9
AFZ001229,Kristian,Behrens,2014,6,2011-2015,10.1093/qje/qjaa017,1,2,1 to 2,2014,2020,6
AFZ001246,Brian,Bell,2013,9,2011-2015,10.1086/717895,1,2,1 to 2,2013,2022,9
AFZ001259,Marianna,Belloc,2013,3,2011-2015,10.1093/qje/qjw020,1,2,1 to 2,2013,2016,3
AFZ001261,Alexandre,Belloni,2012,1,2011-2015,10.1093/restud/rdt044,1,2,1 to 2,2012,2013,1
AFZ001261,Alexandre,Belloni,2012,5,2011-2015,10.3982/ecta12723,2,3,2 to 3,2013,2017,4
AFZ001270,Rudolfs,Bems,2011,5,2011-2015,10.1257/aer.20160251,1,2,1 to 2,2011,2016,5
AFZ001274,Shlomo,Benartzi,1995,6,1991-1995,10.1257/aer.91.1.79,1,2,1 to 2,1995,2001,6
AFZ001274,Shlomo,Benartzi,1995,9,1991-1995,10.1086/380085,2,3,2 to 3,2001,2004,3
AFZ001277,Valerie,Bencivenga,1991,6,1991-1995,10.1086/262083,1,2,1 to 2,1991,1997,6
AFZ001294,Pierpaolo,Benigno,2003,8,2001-2005,10.1257/aer.101.4.1436,1,2,1 to 2,2003,2011,8
AFZ001299,Dwayne,Benjamin,1992,7,1991-1995,10.1257/aer.89.2.292,1,2,1 to 2,1992,1999,7
AFZ001302,Efraim,Benmelech,2005,3,2001-2005,10.1162/qjec.2008.123.4.1635,1,2,1 to 2,2005,2008,3
AFZ001302,Efraim,Benmelech,2005,5,2001-2005,10.1162/qjec.2010.125.4.1769,2,3,2 to 3,2008,2010,2
AFZ001302,Efraim,Benmelech,2005,7,2001-2005,10.1257/aer.102.6.3004,3,4,3 to 4,2010,2012,2
AFZ001302,Efraim,Benmelech,2005,11,2001-2005,10.1093/qje/qjw031,4,5,4 to 5,2012,2016,4
AFZ001305,Morten,Bennedsen,2002,5,2001-2005,10.1162/qjec.122.2.647,1,2,1 to 2,2002,2007,5
AFZ001325,Arthur,Benthem,2015,4,2011-2015,10.1086/705553,1,2,1 to 2,2015,2019,4
AFZ001325,Arthur,Benthem,2015,8,2011-2015,10.1093/qje/qjad016,2,3,2 to 3,2019,2023,4
AFZ001327,Antonio,Bento,2005,4,2001-2005,10.1257/aer.99.3.667,1,2,1 to 2,2005,2009,4
AFZ001344,Aleksander,Berentsen,2004,7,2001-2005,10.1257/aer.101.1.371,1,2,1 to 2,2004,2011,7
AFZ001362,David,Berger,2014,1,2011-2015,10.3982/ecta11254,1,2,1 to 2,2014,2015,1
AFZ001362,David,Berger,2014,3,2011-2015,10.1093/restud/rdx060,2,3,2 to 3,2015,2017,2
AFZ001362,David,Berger,2014,4,2011-2015,10.1086/701790,3,4,3 to 4,2017,2018,1
AFZ001362,David,Berger,2014,5,2011-2015,10.1093/restud/rdz010,4,5,4 to 5,2018,2019,1
AFZ001362,David,Berger,2014,7,2011-2015,10.1257/aer.20181857,5,6,5 to 6,2019,2021,2
AFZ001362,David,Berger,2014,8,2011-2015,10.1257/aer.20191521,6,7,6 to 7,2021,2022,1
AFZ001362,David,Berger,2014,9,2011-2015,10.1093/qje/qjad013,7,8,7 to 8,2022,2023,1
AFZ001362,David,Berger,2014,11,2011-2015,10.3982/ecta21466,8,9,8 to 9,2023,2025,2
AFZ001373,Peter,Bergman,2015,9,2011-2015,10.1257/aer.20200407,1,2,1 to 2,2015,2024,9
AFZ001373,Peter,Bergman,2015,10,2011-2015,10.1093/restud/rdaf040,2,3,2 to 3,2024,2025,1
AFZ001376,Raphael,Bergoeing,2002,2,2001-2005,10.1257/0002828041302299,1,2,1 to 2,2002,2004,2
AFZ001390,Martin,Berka,2012,6,2011-2015,10.1257/aer.20151045,1,2,1 to 2,2012,2018,6
AFZ001402,Eli,Berman,1994,4,1991-1995,10.1162/003355398555892,1,2,1 to 2,1994,1998,4
AFZ001402,Eli,Berman,1994,6,1991-1995,10.1162/003355300554944,2,3,2 to 3,1998,2000,2
AFZ001404,Nicolas,Berman,2012,5,2011-2015,10.1257/aer.20150774,1,2,1 to 2,2012,2017,5
AFZ001408,ANDREW,BERNARD,2003,4,2001-2005,10.1111/j.1467-937x.2007.00413.x,1,2,1 to 2,2003,2007,4
AFZ001408,Andrew,Bernard,2003,6,2001-2005,10.1257/aer.99.2.487,2,3,2 to 3,2007,2009,2
AFZ001408,Andrew,Bernard,2003,7,2001-2005,10.1257/aer.100.1.70,3,4,3 to 4,2009,2010,1
AFZ001408,Andrew,Bernard,2003,7,2001-2005,10.1257/aer.100.2.408,4,5,4 to 5,2010,2010,0
AFZ001408,Andrew,Bernard,2003,7,2001-2005,10.1257/aer.100.2.444,5,6,5 to 6,2010,2010,0
AFZ001408,Andrew,Bernard,2003,8,2001-2005,10.1093/qje/qjr021,6,7,6 to 7,2010,2011,1
AFZ001425,Daniel,Bernhofen,2004,1,2001-2005,10.1257/0002828053828491,1,2,1 to 2,2004,2005,1
AFZ001441,Steven,Berry,1992,3,1991-1995,10.2307/2171802,1,2,1 to 2,1992,1995,3
AFZ001441,Steven,Berry,1992,7,1991-1995,10.1257/aer.89.3.400,2,3,2 to 3,1995,1999,4
AFZ001441,Steven,Berry,1992,9,1991-1995,10.1162/00335530152466296,3,4,3 to 4,1999,2001,2
AFZ001457,John,Beshears,2013,2,2011-2015,10.1257/aer.p20151004,1,2,1 to 2,2013,2015,2
AFZ001457,John,Beshears,2013,3,2011-2015,10.1257/aer.p20161100,2,3,2 to 3,2015,2016,1
AFZ001459,T,Besley,1995,5,1991-1995,10.1162/003355300554809,1,2,1 to 2,1995,2000,5
AFZ001459,T,Besley,1995,7,1991-1995,10.1162/003355302320935061,2,3,2 to 3,2000,2002,2
AFZ001460,Timothy,Besley,1991,3,1991-1995,10.2307/2118471,1,2,1 to 2,1991,1994,3
AFZ001460,Tim,Besley,1991,3,1991-1995,10.2307/2297915,2,3,2 to 3,1994,1994,0
AFZ001460,Timothy,Besley,1991,4,1991-1995,10.1086/262008,3,4,3 to 4,1994,1995,1
AFZ001460,Tim,Besley,1991,4,1991-1995,10.2307/2297802,4,5,4 to 5,1995,1995,0
AFZ001460,Tim,Besley,1991,6,1991-1995,10.1162/003355397555136,5,6,5 to 6,1995,1997,2
AFZ001460,Tim,Besley,1991,10,1991-1995,10.1111/1467-937x.00160,6,7,6 to 7,1997,2001,4
AFZ001460,Tim,Besley,1991,10,1991-1995,10.1162/003355301753265598,7,8,7 to 8,2001,2001,0
AFZ001465,Michael,Best,2015,2,2011-2015,10.1093/restud/rdx032,1,2,1 to 2,2015,2017,2
AFZ001465,Michael,Best,2015,4,2011-2015,10.1093/restud/rdz025,2,3,2 to 3,2017,2019,2
AFZ001465,Michael,Best,2015,6,2011-2015,10.1093/qje/qjab029,3,4,3 to 4,2019,2021,2
AFZ001465,Michael,Best,2015,8,2011-2015,10.1257/aer.20191598,4,5,4 to 5,2021,2023,2
AFZ001471,Eric,Bettinger,2002,3,2001-2005,10.1257/000282805774670149,1,2,1 to 2,2002,2005,3
AFZ001471,Eric,Bettinger,2002,4,2001-2005,10.1257/aer.96.3.847,2,3,2 to 3,2005,2006,1
AFZ001471,Eric,Bettinger,2002,10,2001-2005,10.1093/qje/qjs017,3,4,3 to 4,2006,2012,6
AFZ001486,Sonia,Bhalotra,2012,8,2011-2015,10.1257/aer.20180511,1,2,1 to 2,2012,2020,8
AFZ001495,Saurabh,Bhargava,2015,0,2011-2015,10.1257/aer.p20151049,1,2,1 to 2,2015,2015,0
AFZ001495,Saurabh,Bhargava,2015,2,2011-2015,10.1093/qje/qjx011,2,3,2 to 3,2015,2017,2
AFZ001502,Debopam,Bhattacharya,2015,6,2011-2015,10.3982/ecta16801,1,2,1 to 2,2015,2021,6
AFZ001502,Debopam,Bhattacharya,2015,8,2011-2015,10.1093/restud/rdad053,2,3,2 to 3,2021,2023,2
AFZ001502,Debopam,Bhattacharya,2015,9,2011-2015,10.1086/730544,3,4,3 to 4,2023,2024,1
AFZ001503,Jay,Bhattacharya,2005,3,2001-2005,10.1257/aer.98.2.351,1,2,1 to 2,2005,2008,3
AFZ001505,Sourav,Bhattacharya,2013,9,2011-2015,10.3982/ecta16376,1,2,1 to 2,2013,2022,9
AFZ001509,Saroj,Bhattarai,2012,10,2011-2015,10.1093/restud/rdac063,1,2,1 to 2,2012,2022,10
AFZ001512,Manudeep,Bhuller,2013,6,2011-2015,10.1086/705330,1,2,1 to 2,2013,2019,6
AFZ001512,Manudeep,Bhuller,2013,9,2011-2015,10.1257/aer.20200146,2,3,2 to 3,2019,2022,3
AFZ001512,Manudeep,Bhuller,2013,11,2011-2015,10.1093/restud/rdae073,3,4,3 to 4,2022,2024,2
AFZ001517,Francesco,Bianchi,2012,0,2011-2015,10.1257/aer.102.3.167,1,2,1 to 2,2012,2012,0
AFZ001517,Francesco,Bianchi,2012,5,2011-2015,10.1093/restud/rdx035,2,3,2 to 3,2012,2017,5
AFZ001517,Francesco,Bianchi,2012,5,2011-2015,10.1257/aer.20160186,3,4,3 to 4,2017,2017,0
AFZ001517,Francesco,Bianchi,2012,10,2011-2015,10.1257/aer.20201713,4,5,4 to 5,2017,2022,5
AFZ001517,Francesco,Bianchi,2012,11,2011-2015,10.1093/qje/qjad027,5,6,5 to 6,2022,2023,1
AFZ001517,Francesco,Bianchi,2012,11,2011-2015,10.1093/restud/rdad024,6,7,6 to 7,2023,2023,0
AFZ001529,Chris,Bidner,2013,2,2011-2015,10.1093/qje/qjv014,1,2,1 to 2,2013,2015,2
AFZ001532,Felix,Bierbrauer,2015,1,2011-2015,10.1093/restud/rdw015,1,2,1 to 2,2015,2016,1
AFZ001532,Felix,Bierbrauer,2015,6,2011-2015,10.1257/aer.20190021,2,3,2 to 3,2016,2021,5
AFZ001532,Felix,Bierbrauer,2015,7,2011-2015,10.1257/aer.20171927,3,4,3 to 4,2021,2022,1
AFZ001532,Felix,Bierbrauer,2015,8,2011-2015,10.3982/ecta18600,4,5,4 to 5,2022,2023,1
AFZ001541,Saki,Bigio,2015,5,2011-2015,10.1093/qje/qjaa018,1,2,1 to 2,2015,2020,5
AFZ001541,Saki,Bigio,2015,7,2011-2015,10.3982/ecta16599,2,3,2 to 3,2020,2022,2
AFZ001541,Saki,Bigio,2015,10,2011-2015,10.1093/restud/rdaf035,3,4,3 to 4,2022,2025,3
AFZ001541,Saki,Bigio,2015,10,2011-2015,10.1093/restud/rdaf082,4,5,4 to 5,2025,2025,0
AFZ001546,Sushil,Bikhchandani,1992,0,1991-1995,10.2307/2297933,1,2,1 to 2,1992,1992,0
AFZ001552,Kamran,Bilir,2014,6,2011-2015,10.1086/705418,1,2,1 to 2,2014,2020,6
AFZ001580,Kelly,Bishop,2011,11,2011-2015,10.1093/restud/rdac078,1,2,1 to 2,2011,2022,11
AFZ001587,Marianne,Bitler,2002,1,2001-2005,10.1257/000282803321947227,1,2,1 to 2,2002,2003,1
AFZ001587,Marianne,Bitler,2002,4,2001-2005,10.1257/000282806779468535; 10.1257/aer.96.4.988,2,3,2 to 3,2003,2006,3
AFZ001587,Marianne,Bitler,2002,10,2001-2005,10.1257/aer.102.3.566,3,4,3 to 4,2006,2012,6
AFZ001603,Dan,Black,2002,1,2001-2005,10.1257/000282803769206313,1,2,1 to 2,2002,2003,1
AFZ001603,Dan,Black,2002,5,2001-2005,10.1257/aer.97.2.104,2,3,2 to 3,2003,2007,4
AFZ001617,Steven,Blader,2015,4,2011-2015,10.1093/restud/rdz034,1,2,1 to 2,2015,2019,4
AFZ001621,Thomas,Blake,2015,3,2011-2015,10.1086/701699,1,2,1 to 2,2015,2018,3
AFZ001621,Thomas,Blake,2015,5,2011-2015,10.1093/qje/qjaa003,2,3,2 to 3,2018,2020,2
AFZ001643,R,Blank,1991,1,1991-1995,10.2307/2118328,1,2,1 to 2,1991,1992,1
AFZ001643,Rebecca,Blank,1991,11,1991-1995,10.1257/000282802320191822,2,3,2 to 3,1992,2002,10
AFZ001650,Christopher,Blattman,2013,4,2011-2015,10.1257/aer.20150503,1,2,1 to 2,2013,2017,4
AFZ001650,Christopher,Blattman,2013,10,2011-2015,10.1093/qje/qjad031,2,3,2 to 3,2017,2023,6
AFZ001650,Christopher,Blattman,2013,11,2011-2015,10.1093/restud/rdae079,3,4,3 to 4,2023,2024,1
AFZ001672,Francis,Bloch,2002,5,2001-2005,10.1257/aer.97.2.65,1,2,1 to 2,2002,2007,5
AFZ001685,Bruce,Blonigen,2002,2,2001-2005,10.1257/000282804322970742,1,2,1 to 2,2002,2004,2
AFZ001690,Nicholas,Bloom,2005,2,2001-2005,10.1162/qjec.2007.122.4.1351,1,2,1 to 2,2005,2007,2
AFZ001690,Nicholas,Bloom,2005,4,2001-2005,10.3982/ecta6248,2,3,2 to 3,2007,2009,2
AFZ001690,Nicholas,Bloom,2005,5,2001-2005,10.1257/aer.100.2.105,3,4,3 to 4,2009,2010,1
AFZ001690,Nicholas,Bloom,2005,5,2001-2005,10.1257/aer.100.2.434,4,5,4 to 5,2010,2010,0
AFZ001690,Nicholas,Bloom,2005,5,2001-2005,10.1257/aer.100.2.619,5,6,5 to 6,2010,2010,0
AFZ001690,Nicholas,Bloom,2005,7,2001-2005,10.1093/qje/qje029,6,7,6 to 7,2010,2012,2
AFZ001690,Nicholas,Bloom,2005,7,2001-2005,10.1093/qje/qjs044,7,8,7 to 8,2012,2012,0
AFZ001690,Nicholas,Bloom,2005,7,2001-2005,10.1257/aer.102.1.167,8,9,8 to 9,2012,2012,0
AFZ001690,Nicholas,Bloom,2005,8,2001-2005,10.1257/aer.103.3.208,9,10,9 to 10,2012,2013,1
AFZ001690,Nicholas,Bloom,2005,8,2001-2005,10.3982/ecta9466,10,11,10 to 11,2013,2013,0
AFZ001690,Nicholas,Bloom,2005,9,2001-2005,10.1093/qje/qju032,11,12,11 to 12,2013,2014,1
AFZ001690,Nicholas,Bloom,2005,9,2001-2005,10.1257/aer.104.5.56,12,13,12 to 13,2014,2014,0
AFZ001690,Nicholas,Bloom,2005,10,2001-2005,10.1093/restud/rdu045,13,14,13 to 14,2014,2015,1
AFZ001690,Nicholas,Bloom,2005,10,2001-2005,10.1093/restud/rdv039,14,15,14 to 15,2015,2015,0
AFZ001690,Nicholas,Bloom,2005,10,2001-2005,10.1257/aer.p20151000,15,16,15 to 16,2015,2015,0
AFZ001690,Nicholas,Bloom,2005,11,2001-2005,10.1093/qje/qjw024,16,17,16 to 17,2015,2016,1
AFZ001690,Nicholas,Bloom,2005,11,2001-2005,10.1257/aer.p20161058,17,18,17 to 18,2016,2016,0
AFZ001712,Ernesto,Bo,2003,5,2001-2005,10.1111/j.1467-937x.2008.00519.x,1,2,1 to 2,2003,2008,5
AFZ001712,Ernesto,Bo,2003,8,2001-2005,10.1093/restud/rdr010,2,3,2 to 3,2008,2011,3
AFZ001712,Ernesto,Bo,2003,10,2001-2005,10.1093/qje/qjt008,3,4,3 to 4,2011,2013,2
AFZ001714,Pedro,Bo,2005,3,2001-2005,10.1111/j.1467-937x.2008.00519.x,1,2,1 to 2,2005,2008,3
AFZ001714,Pedro,Bo,2005,5,2001-2005,10.1257/aer.100.5.2205,2,3,2 to 3,2008,2010,2
AFZ001714,Pedro,Bo,2005,6,2001-2005,10.1257/aer.101.1.411,3,4,3 to 4,2010,2011,1
AFZ001753,Vicki,Bogan,2015,2,2011-2015,10.1257/aer.p20171145,1,2,1 to 2,2015,2017,2
AFZ001770,Iris,Bohnet,2004,4,2001-2005,10.1257/aer.98.1.294,1,2,1 to 2,2004,2008,4
AFZ001770,Iris,Bohnet,2004,6,2001-2005,10.1162/qjec.2010.125.2.811,2,3,2 to 3,2008,2010,2
AFZ001780,Jean,Boivin,2005,4,2001-2005,10.1257/aer.99.1.350,1,2,1 to 2,2005,2009,4
AFZ001780,J,Boivin,2005,6,2001-2005,10.1093/restud/rdq006,2,3,2 to 3,2009,2011,2
AFZ001782,Michele,Boldrin,1991,3,1991-1995,10.2307/2951615,1,2,1 to 2,1991,1994,3
AFZ001782,Michele,Boldrin,1991,4,1991-1995,10.1086/262010,2,3,2 to 3,1994,1995,1
AFZ001782,Michele,Boldrin,1991,10,1991-1995,10.1257/aer.91.1.149,3,4,3 to 4,1995,2001,6
AFZ001782,Michele,Boldrin,1991,11,1991-1995,10.1257/000282802320189267,4,5,4 to 5,2001,2002,1
